,id,conversation_id,actor_id,type,message
275,275,275,559890415,1,"Hey Shout, this is Jeremiah and I am feeling quite upset about my current situation at work, I am thinking if I could get some advice with this,
 thank you."
276,276,276,070278561,1,"Hey Shout, this last week has left me feeling extremely angry in relation to my current situ at work, I am in need of advice,
 thank you."
277,277,277,372245432,1,"Hey there, this is Jessica and this month has left me feeling kind of dejected in relation to my current predicament with my development as a person, I am in need of help or input,
 thank you."
278,278,278,517963321,1,I need some advice please
279,279,279,212804908,1,"Hi there, this is Ronald and these past few days has left me feeling seriously agitated in relation to my current predicament with my parents, I am in need of help or guidance,
 thank you."
280,280,280,201119587,1,"Hi Shout, my name is Paul, my uncle Maria is causing me to feel frustrated"
281,281,281,566005285,1,"Kimberly here. I am currently feeling awfully miserable. Is there any chance I could get some help or guidance, 
 thank you."
282,282,282,484113362,1,"Hello there, I am feeling truly bad about my current situation in the matrix, I am pondering if I could get some input or advice with this,
 thank you."
283,283,283,848857707,1,"Sometimes I think i feel miserable, about my friends asking me questions...yeah, i would rather be playing tennis"
284,284,284,722635827,1,"Melinda here. I am currently feeling quite upset. Is there any chance I could get some help, 
 thank you."
285,285,285,943270075,1,It is all good
286,286,286,775007088,1,"Hey there, I am feeling truly bad about my current situation with my development as a person, I am wondering if I could get some help or input with this,
 thank you."
287,287,287,241152616,1,"Sometimes I think i feel anxious, about my friends asking me questions...yeah, i would rather be playing tennis"
288,288,288,480731962,1,"Hi Shout, I am Tanya I am feeling a bit sad"
289,289,289,692114576,1,"Hi there, these past few days has left me feeling seriously agitated in relation to my situation with my parents, I am in need of help or guidance, 
 thank you, Steven."
290,290,290,685694648,1,"I am feeling extremely frustrated right now. Is there any chance I could get some input, 
 thank you, Austin."
291,291,291,488001327,1,"Hi Shout, these last few weeks has left me feeling extremely frustrated in relation to my situation at the moment, I am in need of input, 
 thank you, Kevin."
292,292,292,858723999,1,", this past month has left me feeling considerably stressed in relation to my situation with life, I am in need of guidance, 
 thank you, Kristin."
293,293,293,041960323,1,"I am feeling awfully miserable right now. Is there any chance I could get some support, 
 thank you, Janet."
294,294,294,145687726,1,"Good evening Shout, these last few months has left me feeling considerably stressed in relation to my situation with relationship, I am in need of words of advice, 
 thank you, Steven."
295,295,295,396179616,1,"Matthew here. I am currently feeling seriously agitated. Is there any chance I could get some help or guidance, 
 thank you."
296,296,296,017494031,1,"Sometimes I think i feel anxious, about my friends asking me questions...yeah, i would rather be playing tennis"
297,297,297,872037744,1,"Hello Shout, this is Melinda and I am feeling deeply depressed about my current situation at home, I am thinking if I could get some help with this,
 thank you."
298,298,298,529680164,1,"Sometimes I think i feel enraged, about my friends asking me questions...yeah, i would rather be playing tennis"
299,299,299,844289692,1,I need some input please
300,300,300,689089601,1,"Hi Shout, these last few weeks has left me feeling quite upset in relation to my current situ at the moment, I am in need of input,
 thank you."
301,301,301,662552392,1,"Sometimes I think i feel sad, about my friends asking me questions...yeah, i would rather be playing tennis"
302,302,302,055178260,1,"Hello Shout, this past week has left me feeling reasonably glum in relation to my situation at home, I am in need of help, 
 thank you, Tara."
303,303,303,141935804,1,"Jacob here. I am currently feeling quite upset. Is there any chance I could get some advice or support, 
 thank you."
304,304,304,115202774,1,"Hi Shout, my name is Kimberly, my sister Stephanie is causing me to feel angry"
305,305,305,121270127,1,"Dylan here. I am currently feeling considerably stressed. Is there any chance I could get some advice, 
 thank you."
306,306,306,229204822,1,"Hi there, this is Clifford and I am feeling particularly enraged about my current situation with my parents, I am pondering if I could get some help or guidance with this,
 thank you."
307,307,307,588755427,1,"Hi Shout, these last few weeks has left me feeling very distressed in relation to my situation at the moment, I am in need of input, 
 thank you, Joan."
308,308,308,123934106,1,"Hi Shout, I am Corey I am feeling a bit depressed"
309,309,309,872409954,1,"Hi Shout, this is Emily and these last few weeks has left me feeling unusually enraged in relation to my current predicament at the moment, I am in need of input,
 thank you."
310,310,310,598738395,1,"Hey Shout, this is Morgan and this last week has left me feeling somewhat heartbroken in relation to my current predicament at work, I am in need of advice,
 thank you."
311,311,311,426060479,1,"Hi there, I am feeling extremely angry about my current situation with my parents, I am pondering if I could get some help or guidance with this,
 thank you, Emily."
312,312,312,309209763,1,"I am feeling quite upset right now. Is there any chance I could get some words of advice, 
 thank you, Louis."
313,313,313,079584571,1,"Anthony here. I am currently feeling slightly anxious. Is there any chance I could get some input or advice, 
 thank you."
314,314,314,202734555,1,"Jacqueline here. I am currently feeling very distressed. Is there any chance I could get some help or guidance, 
 thank you."
315,315,315,289355842,1,"John here. I am currently feeling sort of unhappy. Is there any chance I could get some advice or support, 
 thank you."
316,316,316,615077602,1,"I am feeling fairly sad right now. Is there any chance I could get some guidance, 
 thank you, Lisa."
317,317,317,571003760,1,"I am feeling particularly enraged right now. Is there any chance I could get some support, 
 thank you, Shannon."
318,318,318,139433954,1,"Good afternoon Shout, this is Molly and I am feeling pretty somber about my current situation with friends, I am thinking if I could get some advice or support with this,
 thank you."
319,319,319,924077190,1,"Good evening Shout, these last few months has left me feeling quite upset in relation to my current situ with relationship, I am in need of words of advice,
 thank you."
320,320,320,241646836,1,"Good morning Shout, I am feeling reasonably dismal about my current situation with family, I am inquiring if I could get some support with this,
 thank you, Ariel."
321,321,321,293883048,1,"Hi Shout, I am Rebecca I am feeling a bit heartbroken"
322,322,322,006246624,1,"Hi Shout, my name is Monique, my cousin Amanda is causing me to feel unhappy"
323,323,323,917113581,1,"Hi Shout, I am Tina I am feeling a bit dismal"
324,324,324,151776181,1,"Hey Shout, this is Keith and I am feeling fairly sad about my current situation at work, I am wondering if I could get some advice with this,
 thank you."
325,325,325,913118157,1,"Sometimes I think i feel unhappy, about my friends asking me questions...yeah, i would rather be playing tennis"
326,326,326,837870294,1,"I am feeling kind of dejected right now. Is there any chance I could get some help or guidance, 
 thank you, Eric."
327,327,327,799864650,1,It is all good
328,328,328,069802271,1,"Hi Shout, my name is Heidi, my brother Angela is causing me to feel enraged"
329,329,329,916115276,1,"Hi Shout, I am Christopher I am feeling a bit bad"
330,330,330,173939704,1,", this past month has left me feeling a little worried in relation to my situation with life, I am in need of guidance, 
 thank you, Rose."
331,331,331,661946565,1,"Good morning Shout, this is Samuel and this last month has left me feeling slightly anxious in relation to my current predicament with family, I am in need of support,
 thank you."
332,332,332,183388062,1,"Hello there, I am feeling quite upset about my current situation in the matrix, I am inquiring if I could get some input or advice with this,
 thank you, Kathryn."
333,333,333,394643600,1,"Hi Shout, I am Bradley I am feeling a bit distressed"
334,334,334,089111767,1,"Good afternoon Shout, these last few days has left me feeling fairly sad in relation to my current situ with friends, I am in need of advice or support,
 thank you."
335,335,335,256662377,1,"Hi Shout, I am Crystal I am feeling a bit anxious"
336,336,336,538964968,1,"Good afternoon Shout, I am feeling seriously agitated about my current situation with friends, I am wondering if I could get some advice or support with this,
 thank you."
337,337,337,197855900,1,"Hi Shout, I am Darrell I am feeling a bit enraged"
338,338,338,041713581,1,"Hi Shout, my name is April, my aunt Jonathan is causing me to feel frustrated"
339,339,339,167952773,1,"Good morning Shout, this last month has left me feeling extremely angry in relation to my situation with family, I am in need of support, 
 thank you, Ebony."
340,340,340,598152182,1,"Hi Shout, my name is Stephanie, my cousin Misty is causing me to feel depressed"
341,341,341,378260205,1,"Hi Shout, my name is Darrell, my mother Gregory is causing me to feel frustrated"
342,342,342,843695859,1,"Hey Shout, I am feeling pretty somber about my current situation at work, I am pondering if I could get some advice with this,
 thank you."
343,343,343,798744718,1,"Hi Shout, my name is Carol, my aunt Jason is causing me to feel anxious"
344,344,344,958724951,1,"Hello there, this week has left me feeling reasonably dismal in relation to my situation in the matrix, I am in need of input or advice, 
 thank you, Jennifer."
345,345,345,388472129,1,I need some support please
346,346,346,544094591,1,I need some input please
347,347,347,805181198,1,"David here. I am currently feeling particularly enraged. Is there any chance I could get some advice, 
 thank you."
348,348,348,330820135,1,"Sometimes I think i feel somber, about my friends asking me questions...yeah, i would rather be playing tennis"
349,349,349,165246955,1,"Hi Shout, I am Stephanie I am feeling a bit agitated"
350,350,350,421000895,1,"Hi Shout, my name is Jerome, my sister Robert is causing me to feel frustrated"
351,351,351,182963053,1,"Hi Shout, my name is Timothy, my sister Frank is causing me to feel distressed"
352,352,352,390082605,1,"Hi Shout, I am Lawrence I am feeling a bit stressed"
353,353,353,966913582,1,I need some help or guidance please
354,354,354,288935040,1,"Hey there, I am feeling extremely frustrated about my current situation with my development as a person, I am inquiring if I could get some help or input with this,
 thank you."
355,355,355,501874132,1,"Hi there, these past few days has left me feeling somewhat heartbroken in relation to my situation with my parents, I am in need of help or guidance, 
 thank you, Derek."
356,356,356,660984826,1,"Good afternoon Shout, I am feeling kind of dejected about my current situation with friends, I am wondering if I could get some advice or support with this,
 thank you, Stacey."
357,357,357,864552253,1,It is all good
358,358,358,630039919,1,"Christine here. I am currently feeling a little worried. Is there any chance I could get some help, 
 thank you."
359,359,359,745800011,1,"Hi Shout, my name is Kimberly, my brother Stephen is causing me to feel worried"
360,360,360,370186983,1,"Hi there, this is Sabrina and these past few days has left me feeling very distressed in relation to my current predicament with my parents, I am in need of help or guidance,
 thank you."
361,361,361,834299767,1,"Hi Shout, my name is Bradley, my grandfather Jennifer is causing me to feel sad"
362,362,362,801168426,1,"Hi Shout, I am Tyler I am feeling a bit enraged"
363,363,363,601366421,1,"Good morning Shout, I am feeling particularly enraged about my current situation with family, I am inquiring if I could get some support with this,
 thank you, Timothy."
364,364,364,982808359,1,"Hi there, these past few days has left me feeling quite upset in relation to my current situ with my parents, I am in need of help or guidance,
 thank you."
365,365,365,119168225,1,"Good afternoon Shout, these last few days has left me feeling considerably stressed in relation to my situation with friends, I am in need of advice or support, 
 thank you, Michael."
366,366,366,991892150,1,"Good afternoon Shout, I am feeling considerably stressed about my current situation with friends, I am wondering if I could get some advice or support with this,
 thank you."
367,367,367,181318160,1,I need some input please
368,368,368,185130290,1,"Good evening Shout, these last few months has left me feeling particularly enraged in relation to my situation with relationship, I am in need of words of advice, 
 thank you, Alfred."
369,369,369,055356477,1,"Hey Shout, this last week has left me feeling pretty somber in relation to my current situ at work, I am in need of advice,
 thank you."
370,370,370,998867747,1,"Hi Shout, my name is Eric, my aunt Nathan is causing me to feel depressed"
371,371,371,501742482,1,"Jasmin here. I am currently feeling slightly anxious. Is there any chance I could get some support, 
 thank you."
372,372,372,543670803,1,"Hello Shout, this is Angela and this past week has left me feeling reasonably glum in relation to my current predicament at home, I am in need of help,
 thank you."
373,373,373,514948367,1,"Good morning Shout, I am feeling quite upset about my current situation with family, I am inquiring if I could get some support with this,
 thank you."
374,374,374,425247587,1,"Hi Shout, I am Julie I am feeling a bit sad"
375,375,375,433167561,1,"I am feeling extremely frustrated right now. Is there any chance I could get some help or input, 
 thank you, Laura."
376,376,376,326762432,1,"Hello Shout, this is Richard and I am feeling deeply depressed about my current situation at home, I am pondering if I could get some help with this,
 thank you."
377,377,377,185817379,1,"Hi Shout, I am feeling pretty somber about my current situation at the moment, I am pondering if I could get some input with this,
 thank you."
378,378,378,272186966,1,"Good morning Shout, I am feeling deeply depressed about my current situation with family, I am wondering if I could get some support with this,
 thank you, Erin."
379,379,379,160577643,1,"Hi Shout, I am Mary I am feeling a bit upset"
380,380,380,386045764,1,"Hello there, this week has left me feeling awfully miserable in relation to my current situ in the matrix, I am in need of input or advice,
 thank you."
381,381,381,735190200,1,"Mary here. I am currently feeling awfully miserable. Is there any chance I could get some advice or support, 
 thank you."
382,382,382,084398157,1,"Hello there, this is Jason and this week has left me feeling deeply depressed in relation to my current predicament in the matrix, I am in need of input or advice,
 thank you."
383,383,383,789864998,1,"Hi Shout, I am Lawrence I am feeling a bit dejected"
384,384,384,817111759,1,"I am feeling pretty somber right now. Is there any chance I could get some help or guidance, 
 thank you, Katie."
385,385,385,267454467,1,"Hey Shout, I am feeling sort of unhappy about my current situation at work, I am wondering if I could get some advice with this,
 thank you."
386,386,386,959243240,1,"Hi Shout, I am Tyrone I am feeling a bit stressed"
387,387,387,216393401,1,"Hey Shout, this is Ian and I am feeling somewhat heartbroken about my current situation at work, I am wondering if I could get some advice with this,
 thank you."
388,388,388,093950613,1,"Hey there, I am feeling reasonably glum about my current situation with my development as a person, I am pondering if I could get some help or input with this,
 thank you, Francis."
389,389,389,210427008,1,"Good afternoon Shout, these last few days has left me feeling truly bad in relation to my situation with friends, I am in need of advice or support, 
 thank you, Laura."
390,390,390,048160603,1,"Good afternoon Shout, I am feeling reasonably dismal about my current situation with friends, I am thinking if I could get some advice or support with this,
 thank you."
391,391,391,977924958,1,"Hey there, this is Isaiah and I am feeling unusually enraged about my current situation with my development as a person, I am inquiring if I could get some help or input with this,
 thank you."
392,392,392,982729337,1,"Hello there, this week has left me feeling reasonably dismal in relation to my situation in the matrix, I am in need of input or advice, 
 thank you, Tracy."
393,393,393,693185102,1,"Hi Shout, my name is Katrina, my uncle Sandra is causing me to feel frustrated"
394,394,394,986873441,1,I need some help or input please
395,395,395,156117177,1,"Hello there, I am feeling quite upset about my current situation in the matrix, I am pondering if I could get some input or advice with this,
 thank you, Cesar."
396,396,396,342746477,1,"Adam here. I am currently feeling kind of dejected. Is there any chance I could get some help or input, 
 thank you."
397,397,397,840897140,1,"Hi Shout, my name is Andrew, my grandfather Christopher is causing me to feel heartbroken"
398,398,398,451822477,1,"Hi Shout, this is Sean and I am feeling reasonably glum about my current situation at the moment, I am pondering if I could get some input with this,
 thank you."
399,399,399,236910558,1,"Good afternoon Shout, I am feeling deeply depressed about my current situation with friends, I am pondering if I could get some advice or support with this,
 thank you."
400,400,400,354612660,1,"I am feeling extremely angry right now. Is there any chance I could get some advice, 
 thank you, Patrick."
401,401,401,329803681,1,"Alan here. I am currently feeling awfully miserable. Is there any chance I could get some help or input, 
 thank you."
402,402,402,769748925,1,"Good morning Shout, this is Brittany and I am feeling deeply depressed about my current situation with family, I am inquiring if I could get some support with this,
 thank you."
403,403,403,109519708,1,"Hello there, I am feeling extremely frustrated about my current situation in the matrix, I am thinking if I could get some input or advice with this,
 thank you."
404,404,404,866957260,1,"Good evening Shout, this is Jennifer and I am feeling sort of unhappy about my current situation with relationship, I am wondering if I could get some words of advice with this,
 thank you."
405,405,405,657567820,1,"Good evening Shout, these last few months has left me feeling awfully miserable in relation to my situation with relationship, I am in need of words of advice, 
 thank you, Kyle."
406,406,406,304547819,1,"Hello there, this is Thomas and this week has left me feeling considerably stressed in relation to my current predicament in the matrix, I am in need of input or advice,
 thank you."
407,407,407,774392948,1,I need some help or guidance please
408,408,408,900034758,1,"Good morning Shout, I am feeling quite upset about my current situation with family, I am thinking if I could get some support with this,
 thank you, Nicole."
409,409,409,711871338,1,"Hey there, this is Nancy and this month has left me feeling very distressed in relation to my current predicament with my development as a person, I am in need of help or input,
 thank you."
410,410,410,580963511,1,"I am feeling sort of unhappy right now. Is there any chance I could get some support, 
 thank you, Thomas."
411,411,411,193167308,1,"Sometimes I think i feel enraged, about my friends asking me questions...yeah, i would rather be playing tennis"
412,412,412,840947102,1,It is all good
413,413,413,230557527,1,"Hey there, this month has left me feeling considerably stressed in relation to my situation with my development as a person, I am in need of help or input, 
 thank you, Kristi."
414,414,414,409310491,1,It is all good
415,415,415,727938321,1,"Good afternoon Shout, I am feeling seriously agitated about my current situation with friends, I am thinking if I could get some advice or support with this,
 thank you."
416,416,416,493554414,1,"Hey there, this is Amanda and I am feeling very distressed about my current situation with my development as a person, I am inquiring if I could get some help or input with this,
 thank you."
417,417,417,530044293,1,I need some support please
418,418,418,294283726,1,It is all good
419,419,419,974666842,1,", I am feeling seriously agitated about my current situation with life, I am thinking if I could get some guidance with this,
 thank you."
420,420,420,721129340,1,"Good afternoon Shout, I am feeling reasonably dismal about my current situation with friends, I am wondering if I could get some advice or support with this,
 thank you, Jerome."
421,421,421,385215969,1,"Hi Shout, I am feeling reasonably glum about my current situation at the moment, I am inquiring if I could get some input with this,
 thank you."
422,422,422,512935899,1,"Hello there, I am feeling reasonably glum about my current situation in the matrix, I am wondering if I could get some input or advice with this,
 thank you, Brandon."
423,423,423,854075490,1,"Good evening Shout, this is Matthew and these last few months has left me feeling quite upset in relation to my current predicament with relationship, I am in need of words of advice,
 thank you."
424,424,424,819302619,1,"Hi Shout, my name is Ryan, my aunt Seth is causing me to feel worried"
425,425,425,556348509,1,"Hi Shout, I am Maria I am feeling a bit enraged"
426,426,426,472271346,1,"Hello there, I am feeling extremely angry about my current situation in the matrix, I am thinking if I could get some input or advice with this,
 thank you, Theresa."
427,427,427,577361726,1,I need some words of advice please
428,428,428,643722070,1,"Sometimes I think i feel enraged, about my friends asking me questions...yeah, i would rather be playing tennis"
429,429,429,566038674,1,"Hi Shout, these last few weeks has left me feeling slightly anxious in relation to my current situ at the moment, I am in need of input,
 thank you."
430,430,430,621808871,1,", this past month has left me feeling kind of dejected in relation to my situation with life, I am in need of guidance, 
 thank you, Ashley."
431,431,431,410937249,1,"Hey Shout, I am feeling extremely frustrated about my current situation at work, I am pondering if I could get some advice with this,
 thank you, Cassidy."
432,432,432,776706199,1,I need some help or input please
433,433,433,319866181,1,"Sometimes I think i feel bad, about my friends asking me questions...yeah, i would rather be playing tennis"
434,434,434,274498198,1,"Sometimes I think i feel miserable, about my friends asking me questions...yeah, i would rather be playing tennis"
435,435,435,802132316,1,I need some words of advice please
436,436,436,946774177,1,"Shelly here. I am currently feeling extremely angry. Is there any chance I could get some words of advice, 
 thank you."
437,437,437,871516025,1,"Katherine here. I am currently feeling slightly anxious. Is there any chance I could get some help, 
 thank you."
438,438,438,227035258,1,"Hi Shout, I am feeling deeply depressed about my current situation at the moment, I am pondering if I could get some input with this,
 thank you, Derek."
439,439,439,629109292,1,"Hi Shout, my name is Amy, my sister Samantha is causing me to feel enraged"
440,440,440,676243526,1,"Hi Shout, I am Samantha I am feeling a bit depressed"
441,441,441,280775997,1,I need some support please
442,442,442,191705887,1,I need some guidance please
443,443,443,833888545,1,"Hello there, this is Paul and I am feeling slightly anxious about my current situation in the matrix, I am inquiring if I could get some input or advice with this,
 thank you."
444,444,444,031484961,1,"Sometimes I think i feel heartbroken, about my friends asking me questions...yeah, i would rather be playing tennis"
445,445,445,477369187,1,"Andrew here. I am currently feeling pretty somber. Is there any chance I could get some help or guidance, 
 thank you."
446,446,446,304124547,1,"Hi Shout, I am Lindsay I am feeling a bit anxious"
447,447,447,573836372,1,I need some support please
448,448,448,606728642,1,"Hi Shout, my name is Angela, my aunt James is causing me to feel dismal"
449,449,449,057999547,1,"Hi Shout, I am Kelly I am feeling a bit dejected"
450,450,450,119044377,1,"Hey there, this is Anthony and this month has left me feeling seriously agitated in relation to my current predicament with my development as a person, I am in need of help or input,
 thank you."
451,451,451,469363877,1,"Hey Shout, I am feeling reasonably glum about my current situation at work, I am thinking if I could get some advice with this,
 thank you, Jay."
452,452,452,980350411,1,"Good afternoon Shout, this is Kenneth and these last few days has left me feeling extremely frustrated in relation to my current predicament with friends, I am in need of advice or support,
 thank you."
453,453,453,662935057,1,"Hello there, this is Heather and this week has left me feeling extremely angry in relation to my current predicament in the matrix, I am in need of input or advice,
 thank you."
454,454,454,465608374,1,"Hi Shout, I am Henry I am feeling a bit enraged"
455,455,455,393592962,1,"Hi Shout, I am Sarah I am feeling a bit unhappy"
456,456,456,114528075,1,"Hi Shout, my name is Heather, my sister Lori is causing me to feel angry"
457,457,457,951283285,1,"Hey Shout, this last week has left me feeling somewhat heartbroken in relation to my current situ at work, I am in need of advice,
 thank you."
458,458,458,116347388,1,"Hi Shout, this is Jason and these last few weeks has left me feeling quite upset in relation to my current predicament at the moment, I am in need of input,
 thank you."
459,459,459,077895355,1,"Cole here. I am currently feeling quite upset. Is there any chance I could get some help or input, 
 thank you."
460,460,460,392563479,1,"Hi there, these past few days has left me feeling extremely angry in relation to my situation with my parents, I am in need of help or guidance, 
 thank you, Haley."
461,461,461,141774691,1,It is all good
462,462,462,267895952,1,I need some input or advice please
463,463,463,693504768,1,", this is Adam and this past month has left me feeling reasonably glum in relation to my current predicament with life, I am in need of guidance,
 thank you."
464,464,464,013636042,1,"Hello Shout, this past week has left me feeling a little worried in relation to my situation at home, I am in need of help, 
 thank you, Nicole."
465,465,465,811003420,1,"Hi Shout, this is Larry and I am feeling truly bad about my current situation at the moment, I am pondering if I could get some input with this,
 thank you."
466,466,466,050801825,1,"Hi Shout, I am Sheila I am feeling a bit somber"
467,467,467,929564698,1,"I am feeling kind of dejected right now. Is there any chance I could get some advice, 
 thank you, Amy."
468,468,468,166604688,1,I need some input or advice please
469,469,469,904696682,1,"Jim here. I am currently feeling unusually enraged. Is there any chance I could get some help or input, 
 thank you."
470,470,470,613184565,1,"I am feeling reasonably dismal right now. Is there any chance I could get some support, 
 thank you, Julie."
471,471,471,695457729,1,"Hello Shout, I am feeling fairly sad about my current situation at home, I am inquiring if I could get some help with this,
 thank you, Nicole."
472,472,472,306769403,1,"Hi Shout, my name is Paige, my grandfather Amy is causing me to feel upset"
473,473,473,767964103,1,"Hi Shout, I am Robert I am feeling a bit bad"
474,474,474,882030028,1,"Hey Shout, this is Alex and this last week has left me feeling extremely frustrated in relation to my current predicament at work, I am in need of advice,
 thank you."
475,475,475,059927041,1,"Hey there, I am feeling particularly enraged about my current situation with my development as a person, I am thinking if I could get some help or input with this,
 thank you."
476,476,476,197912975,1,"Hey Shout, this is Melissa and this last week has left me feeling particularly enraged in relation to my current predicament at work, I am in need of advice,
 thank you."
477,477,477,071092357,1,"Hello Shout, this past week has left me feeling particularly enraged in relation to my situation at home, I am in need of help, 
 thank you, Mark."
478,478,478,228997590,1,"Hey Shout, I am feeling slightly anxious about my current situation at work, I am inquiring if I could get some advice with this,
 thank you, Tracy."
479,479,479,467825074,1,"Good afternoon Shout, these last few days has left me feeling reasonably dismal in relation to my current situ with friends, I am in need of advice or support,
 thank you."
480,480,480,162597524,1,"Hi Shout, my name is Ashley, my grandmother Matthew is causing me to feel glum"
481,481,481,569181441,1,"Hey Shout, I am feeling particularly enraged about my current situation at work, I am inquiring if I could get some advice with this,
 thank you, Anthony."
482,482,482,272314693,1,"Sometimes I think i feel frustrated, about my friends asking me questions...yeah, i would rather be playing tennis"
483,483,483,175196935,1,", this is Debra and I am feeling extremely frustrated about my current situation with life, I am thinking if I could get some guidance with this,
 thank you."
484,484,484,844195122,1,"Hi Shout, my name is Thomas, my grandmother Michael is causing me to feel agitated"
485,485,485,331429957,1,"Hey Shout, I am feeling quite upset about my current situation at work, I am thinking if I could get some advice with this,
 thank you."
486,486,486,124324145,1,"Hello there, this week has left me feeling particularly enraged in relation to my situation in the matrix, I am in need of input or advice, 
 thank you, Danielle."
487,487,487,010575138,1,"Hey there, this month has left me feeling very distressed in relation to my situation with my development as a person, I am in need of help or input, 
 thank you, Sophia."
488,488,488,686007042,1,"Morgan here. I am currently feeling somewhat heartbroken. Is there any chance I could get some advice, 
 thank you."
489,489,489,365122393,1,"Hi Shout, I am Anthony I am feeling a bit enraged"
490,490,490,350247074,1,"Good afternoon Shout, this is Leslie and I am feeling reasonably glum about my current situation with friends, I am thinking if I could get some advice or support with this,
 thank you."
491,491,491,366369087,1,"Hi there, these past few days has left me feeling quite upset in relation to my current situ with my parents, I am in need of help or guidance,
 thank you."
492,492,492,428378440,1,It is all good
493,493,493,953020946,1,"Ryan here. I am currently feeling somewhat heartbroken. Is there any chance I could get some help or input, 
 thank you."
494,494,494,591500755,1,It is all good
495,495,495,721801794,1,"I am feeling very distressed right now. Is there any chance I could get some support, 
 thank you, Karen."
496,496,496,861042097,1,"Hi Shout, I am John I am feeling a bit frustrated"
497,497,497,780066839,1,"Hi Shout, these last few weeks has left me feeling very distressed in relation to my current situ at the moment, I am in need of input,
 thank you."
498,498,498,686714397,1,"Hi there, I am feeling kind of dejected about my current situation with my parents, I am pondering if I could get some help or guidance with this,
 thank you, Amanda."
499,499,499,682220827,1,"Hey there, I am feeling deeply depressed about my current situation with my development as a person, I am thinking if I could get some help or input with this,
 thank you."
500,500,500,759081051,1,"Hey there, I am feeling kind of dejected about my current situation with my development as a person, I am pondering if I could get some help or input with this,
 thank you."
501,501,501,022716811,1,"Hi Shout, I am Corey I am feeling a bit dismal"
502,502,502,935734176,1,"David here. I am currently feeling particularly enraged. Is there any chance I could get some input or advice, 
 thank you."
503,503,503,172544503,1,"I am feeling a little worried right now. Is there any chance I could get some support, 
 thank you, Jennifer."
504,504,504,773098028,1,", this is Shannon and this past month has left me feeling extremely angry in relation to my current predicament with life, I am in need of guidance,
 thank you."
505,505,505,837954355,1,"Good evening Shout, I am feeling pretty somber about my current situation with relationship, I am pondering if I could get some words of advice with this,
 thank you, George."
506,506,506,801835303,1,It is all good
507,507,507,810517059,1,"Hey Shout, this last week has left me feeling fairly sad in relation to my situation at work, I am in need of advice, 
 thank you, Ashley."
508,508,508,877843136,1,"Good morning Shout, this is Angela and this last month has left me feeling considerably stressed in relation to my current predicament with family, I am in need of support,
 thank you."
509,509,509,970038485,1,"Hey Shout, I am feeling slightly anxious about my current situation at work, I am pondering if I could get some advice with this,
 thank you, Kenneth."
510,510,510,390640049,1,"Hi Shout, I am Jessica I am feeling a bit dejected"
511,511,511,776781316,1,", this past month has left me feeling reasonably glum in relation to my situation with life, I am in need of guidance, 
 thank you, Joseph."
512,512,512,986120532,1,"Hi Shout, my name is Carl, my aunt Stephanie is causing me to feel sad"
513,513,513,947411100,1,I need some words of advice please
514,514,514,222898417,1,"Mark here. I am currently feeling truly bad. Is there any chance I could get some words of advice, 
 thank you."
515,515,515,044083002,1,"Good afternoon Shout, these last few days has left me feeling very distressed in relation to my current situ with friends, I am in need of advice or support,
 thank you."
516,516,516,362850272,1,"Hello there, I am feeling truly bad about my current situation in the matrix, I am pondering if I could get some input or advice with this,
 thank you, Philip."
517,517,517,107374408,1,"Hi Shout, these last few weeks has left me feeling somewhat heartbroken in relation to my current situ at the moment, I am in need of input,
 thank you."
518,518,518,622972239,1,It is all good
519,519,519,984686033,1,"Hello Shout, this past week has left me feeling unusually enraged in relation to my current situ at home, I am in need of help,
 thank you."
520,520,520,179806398,1,"Hi Shout, I am Christopher I am feeling a bit heartbroken"
521,521,521,764479923,1,"I am feeling unusually enraged right now. Is there any chance I could get some advice or support, 
 thank you, Jenna."
522,522,522,933236738,1,", I am feeling reasonably dismal about my current situation with life, I am wondering if I could get some guidance with this,
 thank you, Nicole."
523,523,523,164973793,1,"Hi Shout, my name is Jason, my brother Adrienne is causing me to feel depressed"
524,524,524,716195676,1,"Hey there, I am feeling reasonably glum about my current situation with my development as a person, I am wondering if I could get some help or input with this,
 thank you, Gary."
525,525,525,000066839,1,"I am feeling pretty somber right now. Is there any chance I could get some help or guidance, 
 thank you, Carol."
526,526,526,584086677,1,"Hi Shout, this is Jennifer and I am feeling awfully miserable about my current situation at the moment, I am wondering if I could get some input with this,
 thank you."
527,527,527,026900038,1,"Sometimes I think i feel worried, about my friends asking me questions...yeah, i would rather be playing tennis"
528,528,528,643908699,1,"Good afternoon Shout, this is Robert and I am feeling pretty somber about my current situation with friends, I am inquiring if I could get some advice or support with this,
 thank you."
529,529,529,093667043,1,"Hi Shout, my name is Adam, my brother Jeffrey is causing me to feel worried"
530,530,530,692881861,1,"Sometimes I think i feel worried, about my friends asking me questions...yeah, i would rather be playing tennis"
531,531,531,049537336,1,"Hi Shout, my name is Crystal, my grandmother Heather is causing me to feel angry"
532,532,532,337004238,1,"Susan here. I am currently feeling seriously agitated. Is there any chance I could get some help or input, 
 thank you."
533,533,533,599737420,1,"Carlos here. I am currently feeling extremely frustrated. Is there any chance I could get some support, 
 thank you."
534,534,534,750061049,1,", this is Richard and I am feeling kind of dejected about my current situation with life, I am pondering if I could get some guidance with this,
 thank you."
